Annotator,Document ID,SentNum,Sentence
3,wsj_0044.mrg,0,Cathryn Rice could hardly believe her eyes .
3,wsj_0044.mrg,2,"She had seen cheating before , but these notes were uncanny ."
3,wsj_0044.mrg,4,"At the end of World War II , Germany surrendered before Japan ... ."
3,wsj_0044.mrg,7,"In fact , the student had the answers to almost all of the 40 questions in that section ."
3,wsj_0044.mrg,8,"The student surrendered the notes , but not without a protest ."
3,wsj_0044.mrg,10,The teacher in question was Nancy Yeargin -- considered by many students and parents * to be one of the best at the school .
3,wsj_0044.mrg,24,`` So efforts * to beat the tests are also on the rise . ''
3,wsj_0044.mrg,25,"And *-1 most disturbing , it is educators , not students , who *T*-84 are blamed *-2 for much of the wrongdoing ."
3,wsj_0044.mrg,28,Evidence of widespread cheating has surfaced in several states in the last year or so .
3,wsj_0044.mrg,30,"After numerous occurrences of questionable teacher help to students , Texas is revising its security practices ."
3,wsj_0044.mrg,31,And sales of test-coaching booklets for classroom instruction are booming .
3,wsj_0044.mrg,32,"These materials , including Macmillan\/McGraw-Hill School Publishing Co. 's Scoring High and Learning Materials -- are nothing short of sophisticated crib sheets , according to some recent academic research ."
3,wsj_0044.mrg,37,"High test scores , on the other hand , bring recognition and extra money -- a new computer lab for a school , grants for special projects , a bonus for the superintendent ."
3,wsj_0044.mrg,41,Friends of Education rates South Carolina one of the worst seven states in its study on academic cheating .
3,wsj_0044.mrg,45,South Carolina 's reforms were designed *-1 for schools like Greenville High School .
3,wsj_0044.mrg,47,"But by the early 1980s , its glory *PPA*-1 had faded like the yellow bricks of its broad facade ."
3,wsj_0044.mrg,51,Her immediate predecessor suffered a nervous breakdown .
3,wsj_0044.mrg,58,"I loved the school , its history ."
3,wsj_0044.mrg,72,"Some fellow teachers , however , viewed Mrs. Yeargin as cocky and too yielding to students ."
3,wsj_0044.mrg,79,"Huge gains by her students in 1987 and 1988 meant a total of $ 5,000 *U* in bonuses over two years -- a meaningful addition to her annual salary of $ 23,000 *U* ."
3,wsj_0044.mrg,89,"The rest were history , sociology , finance -- subjects 0 they never had *T*-1 . ''"
3,wsj_0044.mrg,95,The last thing 0 they needed *T*-1 was another drag-down blow . ''
3,wsj_0044.mrg,103,I believe in the system .
3,wsj_0044.mrg,108,Mrs. Yeargin declined .
3,wsj_0044.mrg,110,"I was dumbfounded , '' Mrs. Ward recalls *T*-1 ."
3,wsj_0044.mrg,111,`` It was like someone had turned a knife in me . ''
3,wsj_0044.mrg,112,To the astonishment and dismay of her superiors and legal authorities -- and perhaps as a measure of the unpopularity of standardized tests -- Mrs . Yeargin won widespread local support .
3,wsj_0044.mrg,120,And legal authorities cranked up an investigation worthy of a murder case .
3,wsj_0044.mrg,121,"Over 50 witnesses , mostly students , were interviewed *-1 ."
3,wsj_0072.mrg,4,"Nevertheless , both Mr. Guffey and Mr. Black say 0 the slowdown so far is no cause for concern ."
3,wsj_0072.mrg,9,"The report from the Fed found that manufacturing , in particular , has been weak in recent weeks ."
3,wsj_0072.mrg,12,"Retail sales also were reported *-1 *-2 slow in most districts , particularly `` for discretionary , big-ticket items such as furniture , home appliances and consumer electronics . ''"
3,wsj_0072.mrg,13,And construction also was described *-101 as slow in most areas .
3,wsj_0072.mrg,14,"Despite the economic slowdown , there are few clear signs that growth is coming to a halt ."
3,wsj_0023.mrg,1,Kalipharma is a New Jersey-based pharmaceuticals concern that *T*-34 sells products under the Purepac label .
3,wsj_0160.mrg,3,"Revenue declined 8 % to $ 85.7 million *U* , from $ 93.3 million *U* a year earlier ."
3,wsj_0039.mrg,1,Steve Martin has already laid his claim to that .
3,wsj_0039.mrg,3,"In 1976 , as a film student at the Purchase campus of the State University of New York , Mr. Lane shot `` A Place in Time , '' a 36-minute black-and-white film about a sketch artist , a man of the streets ."
3,wsj_0039.mrg,14,The Artist has his routine .
3,wsj_0039.mrg,20,This cute child turns out *-1 to be a blessing and a curse .
3,wsj_0039.mrg,25,Mr. Lane 's final purpose is n't *-1 to glamorize the Artist 's vagabond existence .
3,wsj_0039.mrg,28,The French film maker Claude Chabrol has managed another kind of weird achievement with his `` Story of Women . ''
3,wsj_0039.mrg,34,"She was untrained and , in one botched job killed a client ."
3,wsj_0039.mrg,36,"Although she was kind and playful to her children , she was dreadful to her war-damaged husband ; she openly brought her lover into their home ."
3,wsj_0039.mrg,39,"There is very little 0 *T*-1 to recommend `` Old Gringo , '' a confused rendering of the Carlos Fuentes novel of the Mexican Revolution ."
3,wsj_0100.mrg,0,"For six years , T. Marshall Hahn Jr. has made corporate acquisitions in the George Bush mode : kind and gentle ."
3,wsj_0100.mrg,1,The question now : Can he act more like hard-charging Teddy Roosevelt ?
3,wsj_0100.mrg,2,"Mr. Hahn , the 62-year-old chairman and chief executive officer of Georgia-Pacific Corp. is leading the forest-product concern 's unsolicited $ 3.19 billion *U* bid for Great Northern Nekoosa Corp ."
3,wsj_0100.mrg,11,"He also is a consensus manager , insiders say 0 *T*-1 ."
3,wsj_0100.mrg,20,"*-1 The son of a physicist , Mr. Hahn skipped first grade because his reading ability was so far above his classmates ."
3,wsj_0100.mrg,22,He earned his doctorate in nuclear physics from the Massachusetts Institute of Technology .
3,wsj_0100.mrg,24,They call it `` photographic '' .
3,wsj_0100.mrg,25,Mr. Hahn also has engineered a surprising turnaround of Georgia-Pacific .
3,wsj_0100.mrg,30,The idea was * to buffet building products from cycles in new-home construction .
3,wsj_0100.mrg,31,"The formula has paid off , so far ."
3,wsj_0100.mrg,37,"It would be a good match , Mr. Hahn and many analysts say 0 *T*-1 , of two healthy companies with high-quality assets and strong cash flows ."
3,wsj_0100.mrg,39,But can Mr. Hahn carry it off ?
3,wsj_0178.mrg,2,"Still , many economists are n't predicting a recession anytime soon ."
3,wsj_0178.mrg,4,But it *EXP*-1 is n't clear yet whether the central bank will make such a move .
3,wsj_0178.mrg,6,"Campbell 's stock rose $ 3.375 *U* , to $ 47.125 *U* , in reaction ."
3,wsj_0178.mrg,9,"Georgia Gulf received a new takeover bid *ICH*-1 from investor Harold Simmons and NL Industries of $ 50 *U* a share , or about $ 1.1 billion *U* ."
3,wsj_0178.mrg,15,An airline buy-out bill was approved *-1 by the House .
3,wsj_0178.mrg,19,A successor was n't named *-1 .
3,wsj_0178.mrg,21,Light trucks and vans will face the same safety requirements as automobiles under new proposals by the Transportation Department .
3,wsj_0178.mrg,23,U.S. farmers ' net income rose to a record $ 59.9 billion *U* last year despite one of the worst droughts ever .
3,wsj_0102.mrg,0,Beauty Takes Backseat To Safety on Bridges
3,wsj_0102.mrg,2,But there 's disagreement over how * to do it *T*-1 .
3,wsj_0102.mrg,14,Drink Carrier Competes With Cartons
3,wsj_0102.mrg,17,The new carrier can tote as many as four cups at once .
3,wsj_0102.mrg,19,Lids are n't even needed *-1 .
3,wsj_0102.mrg,21,A few fast-food outlets are giving it a try .
3,wsj_0102.mrg,22,The company acknowledges some problems .
3,wsj_0102.mrg,26,Spirit of Perestroika Touches Design World
3,wsj_0102.mrg,27,AN EXCHANGE of U.S. and Soviet designers promises change on both sides .
3,wsj_0102.mrg,31,"Dan Droz , leader of the Carnegie-Mellon group , sees benefits all around ."
3,wsj_0102.mrg,46,"A spokesman for the state , however , calls the idea `` not effective or cost efficient ."
3,wsj_0075.mrg,3,"Without congressional action , the Treasury ca n't sell any new securities -- even savings bonds ."
3,wsj_0075.mrg,6,"`` * To avoid these costs , and a possible default , immediate action is imperative . ''"
3,wsj_0075.mrg,8,"The new securities , part of the federal government 's regular quarterly refunding , will consist of :"
3,wsj_0075.mrg,13,They will mature Dec. 21 .
3,wsj_0057.mrg,3,"`` Over the summer months , there has been a slowing in the rate of new orders from the computer sector , our primary market , '' said *T*-1 Wilfred J. Corrigan , chairman and chief executive officer ."
3,wsj_0057.mrg,4,"`` In addition , recent industry forecasts for 1990 indicate a slow environment , at least until midyear . ''"
3,wsj_0057.mrg,6,The $ 35.7 million *U* net loss equals 86 cents a share .
3,wsj_0057.mrg,8,"A year earlier , it had profit of $ 7.5 million *U* , or 18 cents a share ."
3,wsj_0057.mrg,9,Revenue rose 42 % to $ 133.7 million *U* from $ 94 million *U* .
3,wsj_0057.mrg,14,`` I think 0 the stock is dead money for a while . ''
3,wsj_0057.mrg,17,Part of the problem is that chip buyers are keeping inventories low because of jitters about the course of the U.S. economy .
3,wsj_0094.mrg,1,The Japanese industrial companies should know better .
3,wsj_0094.mrg,4,He is just passing the buck to young people .
3,wsj_0094.mrg,5,What *T*-247 's wrong with * asking for more money ?
3,wsj_0094.mrg,7,It *EXP*-1 is not unethical * to choose a higher-salaried job .
3,wsj_0094.mrg,8,"Unfortunately , Japanese manufacturers have neither good working conditions nor good compensation packages ."
3,wsj_0123.mrg,3,Their report appears in today 's issue of the journal Nature .
3,wsj_0123.mrg,11,Such multi-crystal materials will probably be needed *-1 for commercial applications .
3,wsj_0021.mrg,2,The Latin American nation has paid very little on its debt since early last year .
3,wsj_0021.mrg,4,Mr. Rapanelli met in August with U.S. Assistant Treasury Secretary David Mulford .
3,wsj_0021.mrg,5,Argentine negotiator Carlos Carballo was in Washington and New York this week *-1 to meet with banks .
3,wsj_0105.mrg,2,We have made no such statement .
3,wsj_0105.mrg,3,It *EXP*-1 is clear that most mentally ill people and most alcoholics do not become homeless .
3,wsj_0105.mrg,4,The `` causes '' of homelessness are poorly understood and complex in any individual case .
3,wsj_0105.mrg,7,"They suffered from malnutrition , chest diseases , cardiovascular disorders , skin problems , infectious diseases and the aftereffects of assaults and rape ."
3,wsj_0105.mrg,10,"The interactions between health and homelessness are complex , *-1 defying sweeping generalizations as to `` cause '' or `` effect . ''"
3,wsj_0105.mrg,14,"A study by Tulane Prof. James Wright says 0 homelessness is due to a complex array of problems , with the common thread of poverty ."
3,wsj_0105.mrg,19,"After your first three weeks of sleep deprivation , you 're scarcely in touch with reality any more ; without psychiatric treatment , you may well be unable *-1 to fend for yourself ever again . ''"
3,wsj_0105.mrg,20,"Some of the homeless , obviously , had pre-existing mental illness or addiction ."
3,wsj_0105.mrg,21,"But many others have fallen through cracks in the economy into the grim , brutal world of our city streets ."
3,wsj_0112.mrg,3,This species of congressional action is predicated *-50 on an interpretation of the appropriations clause that *T*-1 is erroneous and unconstitutional .
3,wsj_0112.mrg,6,This interpretation was officially endorsed *-1 by Congress in 1987 in the Iran-Contra Report .
3,wsj_0112.mrg,8,It is not supported by the text or history of the Constitution .
3,wsj_0112.mrg,9,"The framers hardly discussed the appropriations clause at the Constitutional Convention of 1787 , according to Madison 's notes ."
3,wsj_0112.mrg,10,"To the extent 0 they did , their concern was *-1 to ensure fiscal accountability ."
3,wsj_0112.mrg,31,The Supreme Court 's decision in INS v. Chadha held that legislative vetoes are unconstitutional .
3,wsj_0112.mrg,35,President Reagan learned that lesson .
3,wsj_0112.mrg,38,The Constitution does not expressly give the president such power .
3,wsj_0112.mrg,41,Excision of appropriations riders that *T*-1 trespass on the president 's duties and prerogative under Article II would be different from the line-item veto .
3,wsj_0112.mrg,43,The excision of unconstitutional conditions in an appropriations bill would be a power of far more limited applicability .
3,wsj_0112.mrg,45,There is no downside if the president asserts a right of excision over unconstitutional conditions in the fiscal 1990 appropriations bills .
3,wsj_0112.mrg,49,"If President Bush loses at the court , it might be disappointing , as Morrison v. Olson was *?* for the Reagan administration ."
3,wsj_0112.mrg,53,President Bush should set things straight .
3,wsj_0112.mrg,55,Mr. Sidak served as an attorney in the Reagan administration .
3,wsj_0112.mrg,56,His longer analysis of executive power and the appropriations clause is *-1 to appear in the Duke Law Journal later this year .
3,wsj_0161.mrg,3,The company also cited interest costs and amortization of goodwill as factors in the loss .
3,wsj_0005.mrg,2,W.R. Grace holds three of Grace Energy 's seven board seats .
3,wsj_0032.mrg,2,Montedison currently owns about 72 % of Erbamont 's common shares outstanding .
